# Gene Family	SRR769418_kneaddata_Abundance-RPKs
UniRef90_R7EDS2	60.6337617314
UniRef90_R7EDS2|g__Bacteroides.s__Bacteroides_uniformis	55.0775248984
UniRef90_R7EDS2|unclassified	5.5562368330
UniRef90_M1BN49	60.3994240635
UniRef90_M1BN49|unclassified	60.3994240635
UniRef90_U2KW29	60.3162289588
UniRef90_U2KW29|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	34.8837209302
UniRef90_U2KW29|unclassified	25.4325080286
UniRef90_R5EGP6	59.9130953395
UniRef90_R5EGP6|unclassified	59.9130953395
UniRef90_A6L923	59.5509202724
UniRef90_A6L923|unclassified	59.5509202724
UniRef90_A7AEN6	59.1920978918
UniRef90_A7AEN6|g__Parabacteroides.s__Parabacteroides_merdae	59.1920978918
UniRef90_R5M224	58.8320366449
UniRef90_R5M224|unclassified	58.8320366449
UniRef90_A0A023YNM3	58.8235294118
UniRef90_A0A023YNM3|g__Escherichia.s__Escherichia_coli	58.8235294118
UniRef90_A0A029LE36	58.8235294118
UniRef90_A0A029LE36|g__Escherichia.s__Escherichia_coli	58.8235294118
UniRef90_V0XTX8	58.8235294118
UniRef90_V0XTX8|g__Escherichia.s__Escherichia_coli	58.8235294118
UniRef90_R6X2N4	58.2712369598
UniRef90_R6X2N4|g__Parabacteroides.s__Parabacteroides_merdae	58.2712369598
UniRef90_U2DFY2	58.1590739358
UniRef90_U2DFY2|unclassified	58.1590739358
UniRef90_Q5L890	57.3046707829
UniRef90_Q5L890|g__Bacteroides.s__Bacteroides_uniformis	50.8092658944
UniRef90_Q5L890|unclassified	6.4954048885
UniRef90_R5CBU0	57.1477250376
UniRef90_R5CBU0|g__Bacteroides.s__Bacteroides_uniformis	50.0368639854
UniRef90_R5CBU0|unclassified	7.1108610522
UniRef90_D9Z573	57.1428571429
UniRef90_D9Z573|g__Escherichia.s__Escherichia_coli	57.1428571429
UniRef90_R5DRG1	56.9266743155
UniRef90_R5DRG1|g__Parabacteroides.s__Parabacteroides_merdae	56.9266743155
UniRef90_P03023	56.8903706609
UniRef90_P03023|g__Escherichia.s__Escherichia_coli	56.8903706609
UniRef90_R6KJK7	56.8594154974
UniRef90_R6KJK7|unclassified	56.8594154974
UniRef90_R5EQR1	56.7981953922
UniRef90_R5EQR1|g__Barnesiella.s__Barnesiella_intestinihominis	56.7981953922
UniRef90_B6I1T5	55.5555555556
UniRef90_B6I1T5|g__Escherichia.s__Escherichia_coli	55.5555555556
UniRef90_R5F1X5	55.3728158510
UniRef90_R5F1X5|g__Barnesiella.s__Barnesiella_intestinihominis	55.3728158510
UniRef90_C7H6K6	53.4457026758
UniRef90_C7H6K6|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	53.4457026758
UniRef90_X3F781	53.4375235748
UniRef90_X3F781|g__Escherichia.s__Escherichia_coli	53.4375235748
UniRef90_R6WZS6	53.1415513922
UniRef90_R6WZS6|g__Parabacteroides.s__Parabacteroides_merdae	53.1415513922
UniRef90_A7V4I4	52.6315789474
UniRef90_A7V4I4|g__Bacteroides.s__Bacteroides_uniformis	52.6315789474
UniRef90_A0A023KWQ1	52.5867887950
UniRef90_A0A023KWQ1|g__Escherichia.s__Escherichia_coli	52.5867887950
UniRef90_C6JS03	52.1875473256
UniRef90_C6JS03|unclassified	52.1875473256
UniRef90_G7R8P9	52.0368718406
UniRef90_G7R8P9|g__Escherichia.s__Escherichia_coli	52.0368718406
UniRef90_R5NIT4	51.8436607491
UniRef90_R5NIT4|unclassified	51.8436607491
UniRef90_R6WPE0	51.7812491100
UniRef90_R6WPE0|g__Parabacteroides.s__Parabacteroides_merdae	51.7812491100
UniRef90_A6LBA3	51.3291777818
UniRef90_A6LBA3|unclassified	51.3291777818
UniRef90_I3YQX1	51.2949458766
UniRef90_I3YQX1|unclassified	51.2949458766
UniRef90_R7EHM0	50.8496766700
UniRef90_R7EHM0|g__Bacteroides.s__Bacteroides_uniformis	42.3303304115
UniRef90_R7EHM0|unclassified	8.5193462584
UniRef90_R5YME8	50.8034145321
UniRef90_R5YME8|g__Barnesiella.s__Barnesiella_intestinihominis	50.8034145321
UniRef90_C6UUR8	50.0000000000
UniRef90_C6UUR8|g__Escherichia.s__Escherichia_coli	50.0000000000
UniRef90_H4MP45	50.0000000000
UniRef90_H4MP45|g__Escherichia.s__Escherichia_coli	50.0000000000
UniRef90_L1FS35	50.0000000000
UniRef90_L1FS35|g__Escherichia.s__Escherichia_coli	50.0000000000
UniRef90_W8TXG7	50.0000000000
UniRef90_W8TXG7|g__Escherichia.s__Escherichia_coli	50.0000000000
UniRef90_R5DAE4	49.9789694983
UniRef90_R5DAE4|g__Parabacteroides.s__Parabacteroides_merdae	49.9789694983
UniRef90_R5DLU3	49.9144261001
UniRef90_R5DLU3|g__Parabacteroides.s__Parabacteroides_merdae	49.9144261001
UniRef90_R6WSQ0	49.9077716278
UniRef90_R6WSQ0|g__Parabacteroides.s__Parabacteroides_merdae	49.9077716278
UniRef90_R6X5F4	49.8239379656
UniRef90_R6X5F4|g__Parabacteroides.s__Parabacteroides_merdae	49.8239379656
UniRef90_R6IKN3	49.7812607378
UniRef90_R6IKN3|unclassified	49.7812607378
UniRef90_R5DDV6	49.3970768270
UniRef90_R5DDV6|g__Parabacteroides.s__Parabacteroides_merdae	49.3970768270
UniRef90_R6X280	49.1175095082
UniRef90_R6X280|g__Parabacteroides.s__Parabacteroides_merdae	49.1175095082
UniRef90_T8T2T2	49.0543735225
UniRef90_T8T2T2|g__Escherichia.s__Escherichia_coli	49.0543735225
UniRef90_A6LBA2	48.9058560561
UniRef90_A6LBA2|unclassified	48.9058560561
UniRef90_D4K653	48.6197001394
UniRef90_D4K653|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	48.6197001394
UniRef90_C7H564	48.5531727059
UniRef90_C7H564|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	48.5531727059
UniRef90_R6IWS2	48.1124566731
UniRef90_R6IWS2|unclassified	48.1124566731
UniRef90_R6Y6K2	48.0883603081
UniRef90_R6Y6K2|g__Parabacteroides.s__Parabacteroides_merdae	48.0883603081
UniRef90_K6A9T8	47.8891778545
UniRef90_K6A9T8|unclassified	47.8891778545
UniRef90_Q8A441	47.7705859008
UniRef90_Q8A441|unclassified	47.7705859008
UniRef90_V1BJN8	47.6190476190
UniRef90_V1BJN8|g__Escherichia.s__Escherichia_coli	47.6190476190
UniRef90_A6L7Y5	47.5044499897
UniRef90_A6L7Y5|unclassified	47.5044499897
UniRef90_U6RCC3	46.7728489316
UniRef90_U6RCC3|unclassified	46.7728489316
UniRef90_B2UQI1	46.5283779891
UniRef90_B2UQI1|g__Akkermansia.s__Akkermansia_muciniphila	46.5283779891
UniRef90_R6X3F2	46.2103847637
UniRef90_R6X3F2|g__Parabacteroides.s__Parabacteroides_merdae	46.2103847637
UniRef90_Q9AE24	45.9712450706
UniRef90_Q9AE24|g__Bacteroides.s__Bacteroides_uniformis	36.8312714147
UniRef90_Q9AE24|unclassified	9.1399736559
UniRef90_R7EF51	45.8988739118
UniRef90_R7EF51|g__Bacteroides.s__Bacteroides_uniformis	45.8988739118
UniRef90_A7ZSX9	45.4545454545
UniRef90_A7ZSX9|g__Escherichia.s__Escherichia_coli	45.4545454545
UniRef90_F4T2N2	45.4545454545
UniRef90_F4T2N2|g__Escherichia.s__Escherichia_coli	45.4545454545
UniRef90_F5M6N0	45.4545454545
UniRef90_F5M6N0|g__Escherichia.s__Escherichia_coli	45.4545454545
UniRef90_U2B500	44.5638432364
UniRef90_U2B500|unclassified	44.5638432364
UniRef90_A6LIG0	44.3752234756
UniRef90_A6LIG0|g__Parabacteroides.s__Parabacteroides_merdae	40.4091644481
UniRef90_A6LIG0|unclassified	3.9660590275
UniRef90_R7EK57	44.1729323308
UniRef90_R7EK57|g__Bacteroides.s__Bacteroides_uniformis	44.1729323308
UniRef90_R7DNM1	43.6969941969
UniRef90_R7DNM1|unclassified	43.6969941969
UniRef90_A7AGE5	43.4782608696
UniRef90_A7AGE5|g__Parabacteroides.s__Parabacteroides_merdae	43.4782608696
UniRef90_A7V477	43.4782608696
UniRef90_A7V477|g__Bacteroides.s__Bacteroides_uniformis	43.4782608696
UniRef90_A7ZIG3	43.4782608696
UniRef90_A7ZIG3|g__Escherichia.s__Escherichia_coli	43.4782608696
UniRef90_F1ZJN3	43.4782608696
UniRef90_F1ZJN3|g__Escherichia.s__Escherichia_coli	43.4782608696
UniRef90_M8PD41	43.4782608696
UniRef90_M8PD41|g__Escherichia.s__Escherichia_coli	43.4782608696
UniRef90_N2R841	43.4782608696
UniRef90_N2R841|g__Escherichia.s__Escherichia_coli	43.4782608696
UniRef90_T9X7M7	43.4782608696
UniRef90_T9X7M7|g__Escherichia.s__Escherichia_coli	43.4782608696
UniRef90_P76223	43.1527700036
UniRef90_P76223|g__Escherichia.s__Escherichia_coli	43.1527700036
UniRef90_H5G4G2	42.7272727273
UniRef90_H5G4G2|g__Escherichia.s__Escherichia_coli	42.7272727273
UniRef90_U2SPY4	42.5566436896
UniRef90_U2SPY4|unclassified	42.5566436896
UniRef90_C7H563	42.5052072111
UniRef90_C7H563|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	42.5052072111
UniRef90_R5DPL5	42.4396005440
UniRef90_R5DPL5|g__Parabacteroides.s__Parabacteroides_merdae	25.3886147539
UniRef90_R5DPL5|unclassified	17.0509857901
UniRef90_R5ERK1	42.1155542277
UniRef90_R5ERK1|g__Barnesiella.s__Barnesiella_intestinihominis	42.1155542277
UniRef90_E2ZIZ8	42.0897467834
UniRef90_E2ZIZ8|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	42.0897467834
UniRef90_A6L9N0	41.8852936271
UniRef90_A6L9N0|unclassified	41.8852936271
UniRef90_H4WI22	41.6666666667
UniRef90_H4WI22|g__Escherichia.s__Escherichia_coli	41.6666666667
UniRef90_I4T3H0	41.6666666667
UniRef90_I4T3H0|g__Escherichia.s__Escherichia_coli	41.6666666667
UniRef90_R6A0K3	41.5950756630
UniRef90_R6A0K3|unclassified	41.5950756630
UniRef90_R6UYV5	41.4706397769
UniRef90_R6UYV5|unclassified	41.4706397769
UniRef90_I3YIQ2	41.4201183432
UniRef90_I3YIQ2|unclassified	41.4201183432
UniRef90_R7EA64	40.6545211406
UniRef90_R7EA64|g__Bacteroides.s__Bacteroides_uniformis	40.6545211406
UniRef90_R7EFV8	40.1955483273
UniRef90_R7EFV8|g__Bacteroides.s__Bacteroides_uniformis	40.1955483273
UniRef90_E1J1Y2	40.0000000000
UniRef90_E1J1Y2|g__Escherichia.s__Escherichia_coli	40.0000000000
UniRef90_R7EHB8	39.9694129686
UniRef90_R7EHB8|g__Bacteroides.s__Bacteroides_uniformis	39.9694129686
UniRef90_R5ERR7	39.8039803980
UniRef90_R5ERR7|g__Barnesiella.s__Barnesiella_intestinihominis	39.8039803980
UniRef90_R7J0Q6	39.6732049584
UniRef90_R7J0Q6|g__Barnesiella.s__Barnesiella_intestinihominis	39.6732049584
UniRef90_A0A029JXX2	39.4219772311
UniRef90_A0A029JXX2|unclassified	39.4219772311
UniRef90_D8BE04	39.1855314961
UniRef90_D8BE04|unclassified	39.1855314961
UniRef90_D8BUE7	38.4615384615
UniRef90_D8BUE7|g__Escherichia.s__Escherichia_coli	38.4615384615
UniRef90_F4LYA4	38.4615384615
UniRef90_F4LYA4|g__Escherichia.s__Escherichia_coli	38.4615384615
UniRef90_J2X3L9	38.4615384615
UniRef90_J2X3L9|g__Escherichia.s__Escherichia_coli	38.4615384615
UniRef90_M2PPE0	38.4615384615
UniRef90_M2PPE0|g__Escherichia.s__Escherichia_coli	38.4615384615
UniRef90_V0SNG7	38.4615384615
UniRef90_V0SNG7|g__Escherichia.s__Escherichia_coli	38.4615384615
UniRef90_D4K972	38.3363077584
UniRef90_D4K972|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	38.3363077584
UniRef90_R6JI98	38.3301768669
UniRef90_R6JI98|unclassified	38.3301768669
UniRef90_R5ZYL9	38.3064516129
UniRef90_R5ZYL9|unclassified	38.3064516129
UniRef90_C7X490	38.0160105310
UniRef90_C7X490|unclassified	38.0160105310
UniRef90_K1T494	37.9714312584
UniRef90_K1T494|unclassified	37.9714312584
UniRef90_R7EL10	37.8516863506
UniRef90_R7EL10|g__Bacteroides.s__Bacteroides_uniformis	37.8516863506
UniRef90_B2U5P2	37.7358490566
UniRef90_B2U5P2|g__Escherichia.s__Escherichia_coli	37.7358490566
UniRef90_R5C2Q1	37.4167557726
UniRef90_R5C2Q1|g__Bacteroides.s__Bacteroides_uniformis	27.8597553221
UniRef90_R5C2Q1|unclassified	9.5570004505
UniRef90_R5D9E7	37.2658889556
UniRef90_R5D9E7|g__Parabacteroides.s__Parabacteroides_merdae	37.2658889556
UniRef90_Q5L893	36.6211132280
UniRef90_Q5L893|g__Bacteroides.s__Bacteroides_uniformis	29.2088886168
UniRef90_Q5L893|unclassified	7.4122246112
UniRef90_R5M8A0	36.5918838891
UniRef90_R5M8A0|unclassified	36.5918838891
UniRef90_R7JJ58	36.4733833968
UniRef90_R7JJ58|unclassified	36.4733833968
UniRef90_R5DI09	36.4633956985
